MTU (UTC),DateTime,Generation - Solar [MW] Day Ahead/ BZN|EE,Generation - Solar [MW] Intraday / BZN|EE,Generation - Solar [MW] Current / BZN|EE,Generation - Wind Offshore [MW] Day Ahead/ BZN|EE,Generation - Wind Offshore [MW] Intraday / BZN|EE,Generation - Wind Offshore [MW] Current / BZN|EE,Generation - Wind Onshore [MW] Day Ahead/ BZN|EE,Generation - Wind Onshore [MW] Intraday / BZN|EE,Generation - Wind Onshore [MW] Current / BZN|EE
06.07.2024 17:00 - 06.07.2024 18:00,06.07.2024 17:00,39,n/e,n/e,n/e,n/e,n/e,65,n/e,n/e
06.07.2024 18:00 - 06.07.2024 19:00,06.07.2024 18:00,12,n/e,n/e,n/e,n/e,n/e,59,n/e,n/e
06.07.2024 19:00 - 06.07.2024 20:00,06.07.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,69,n/e,n/e
06.07.2024 20:00 - 06.07.2024 21:00,06.07.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,90,n/e,n/e
06.07.2024 21:00 - 06.07.2024 22:00,06.07.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,113,n/e,n/e
06.07.2024 22:00 - 06.07.2024 23:00,06.07.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,123,n/e,n/e
06.07.2024 23:00 - 07.07.2024 00:00,06.07.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,132,n/e,n/e
07.07.2024 00:00 - 07.07.2024 01:00,07.07.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,138,n/e,n/e
07.07.2024 01:00 - 07.07.2024 02:00,07.07.2024 01:00,1,n/e,n/e,n/e,n/e,n/e,145,n/e,n/e
07.07.2024 02:00 - 07.07.2024 03:00,07.07.2024 02:00,11,n/e,n/e,n/e,n/e,n/e,152,n/e,n/e
07.07.2024 03:00 - 07.07.2024 04:00,07.07.2024 03:00,36,n/e,n/e,n/e,n/e,n/e,159,n/e,n/e
07.07.2024 04:00 - 07.07.2024 05:00,07.07.2024 04:00,72,n/e,n/e,n/e,n/e,n/e,163,n/e,n/e
07.07.2024 05:00 - 07.07.2024 06:00,07.07.2024 05:00,126,n/e,n/e,n/e,n/e,n/e,164,n/e,n/e
07.07.2024 06:00 - 07.07.2024 07:00,07.07.2024 06:00,182,n/e,n/e,n/e,n/e,n/e,163,n/e,n/e
07.07.2024 07:00 - 07.07.2024 08:00,07.07.2024 07:00,221,n/e,n/e,n/e,n/e,n/e,192,n/e,n/e
07.07.2024 08:00 - 07.07.2024 09:00,07.07.2024 08:00,223,n/e,n/e,n/e,n/e,n/e,173,n/e,n/e
07.07.2024 09:00 - 07.07.2024 10:00,07.07.2024 09:00,206,n/e,n/e,n/e,n/e,n/e,165,n/e,n/e
07.07.2024 10:00 - 07.07.2024 11:00,07.07.2024 10:00,188,n/e,n/e,n/e,n/e,n/e,135,n/e,n/e
07.07.2024 11:00 - 07.07.2024 12:00,07.07.2024 11:00,164,n/e,n/e,n/e,n/e,n/e,124,n/e,n/e
07.07.2024 12:00 - 07.07.2024 13:00,07.07.2024 12:00,139,n/e,n/e,n/e,n/e,n/e,109,n/e,n/e
07.07.2024 13:00 - 07.07.2024 14:00,07.07.2024 13:00,123,n/e,n/e,n/e,n/e,n/e,103,n/e,n/e
07.07.2024 14:00 - 07.07.2024 15:00,07.07.2024 14:00,109,n/e,n/e,n/e,n/e,n/e,105,n/e,n/e
07.07.2024 15:00 - 07.07.2024 16:00,07.07.2024 15:00,89,n/e,n/e,n/e,n/e,n/e,121,n/e,n/e
07.07.2024 16:00 - 07.07.2024 17:00,07.07.2024 16:00,57,n/e,n/e,n/e,n/e,n/e,100,n/e,n/e
07.07.2024 17:00 - 07.07.2024 18:00,07.07.2024 17:00,28,n/e,n/e,n/e,n/e,n/e,86,n/e,n/e
07.07.2024 18:00 - 07.07.2024 19:00,07.07.2024 18:00,8,n/e,n/e,n/e,n/e,n/e,84,n/e,n/e
07.07.2024 19:00 - 07.07.2024 20:00,07.07.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,86,n/e,n/e
07.07.2024 20:00 - 07.07.2024 21:00,07.07.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,96,n/e,n/e
07.07.2024 21:00 - 07.07.2024 22:00,07.07.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,92,n/e,n/e
07.07.2024 22:00 - 07.07.2024 23:00,07.07.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,91,n/e,n/e
07.07.2024 23:00 - 08.07.2024 00:00,07.07.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,86,n/e,n/e
08.07.2024 00:00 - 08.07.2024 01:00,08.07.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,73,n/e,n/e
08.07.2024 01:00 - 08.07.2024 02:00,08.07.2024 01:00,1,n/e,n/e,n/e,n/e,n/e,68,n/e,n/e
08.07.2024 02:00 - 08.07.2024 03:00,08.07.2024 02:00,11,n/e,n/e,n/e,n/e,n/e,54,n/e,n/e
08.07.2024 03:00 - 08.07.2024 04:00,08.07.2024 03:00,37,n/e,n/e,n/e,n/e,n/e,42,n/e,n/e
08.07.2024 04:00 - 08.07.2024 05:00,08.07.2024 04:00,83,n/e,n/e,n/e,n/e,n/e,28,n/e,n/e
08.07.2024 05:00 - 08.07.2024 06:00,08.07.2024 05:00,152,n/e,n/e,n/e,n/e,n/e,16,n/e,n/e
08.07.2024 06:00 - 08.07.2024 07:00,08.07.2024 06:00,219,n/e,n/e,n/e,n/e,n/e,11,n/e,n/e
08.07.2024 07:00 - 08.07.2024 08:00,08.07.2024 07:00,259,n/e,n/e,n/e,n/e,n/e,10,n/e,n/e
08.07.2024 08:00 - 08.07.2024 09:00,08.07.2024 08:00,285,n/e,n/e,n/e,n/e,n/e,10,n/e,n/e
08.07.2024 09:00 - 08.07.2024 10:00,08.07.2024 09:00,297,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
08.07.2024 10:00 - 08.07.2024 11:00,08.07.2024 10:00,303,n/e,n/e,n/e,n/e,n/e,23,n/e,n/e
08.07.2024 11:00 - 08.07.2024 12:00,08.07.2024 11:00,299,n/e,n/e,n/e,n/e,n/e,22,n/e,n/e
08.07.2024 12:00 - 08.07.2024 13:00,08.07.2024 12:00,286,n/e,n/e,n/e,n/e,n/e,24,n/e,n/e
08.07.2024 13:00 - 08.07.2024 14:00,08.07.2024 13:00,256,n/e,n/e,n/e,n/e,n/e,27,n/e,n/e
08.07.2024 14:00 - 08.07.2024 15:00,08.07.2024 14:00,211,n/e,n/e,n/e,n/e,n/e,15,n/e,n/e
08.07.2024 15:00 - 08.07.2024 16:00,08.07.2024 15:00,145,n/e,n/e,n/e,n/e,n/e,12,n/e,n/e
08.07.2024 16:00 - 08.07.2024 17:00,08.07.2024 16:00,77,n/e,n/e,n/e,n/e,n/e,10,n/e,n/e
08.07.2024 17:00 - 08.07.2024 18:00,08.07.2024 17:00,34,n/e,n/e,n/e,n/e,n/e,9,n/e,n/e
08.07.2024 18:00 - 08.07.2024 19:00,08.07.2024 18:00,9,n/e,n/e,n/e,n/e,n/e,15,n/e,n/e
08.07.2024 19:00 - 08.07.2024 20:00,08.07.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,12,n/e,n/e
08.07.2024 20:00 - 08.07.2024 21:00,08.07.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,15,n/e,n/e
08.07.2024 21:00 - 08.07.2024 22:00,08.07.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
08.07.2024 22:00 - 08.07.2024 23:00,08.07.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,19,n/e,n/e
08.07.2024 23:00 - 09.07.2024 00:00,08.07.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
09.07.2024 00:00 - 09.07.2024 01:00,09.07.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,21,n/e,n/e
09.07.2024 01:00 - 09.07.2024 02:00,09.07.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,27,n/e,n/e
09.07.2024 02:00 - 09.07.2024 03:00,09.07.2024 02:00,12,n/e,n/e,n/e,n/e,n/e,33,n/e,n/e
09.07.2024 03:00 - 09.07.2024 04:00,09.07.2024 03:00,42,n/e,n/e,n/e,n/e,n/e,37,n/e,n/e
09.07.2024 04:00 - 09.07.2024 05:00,09.07.2024 04:00,98,n/e,n/e,n/e,n/e,n/e,35,n/e,n/e
09.07.2024 05:00 - 09.07.2024 06:00,09.07.2024 05:00,184,n/e,n/e,n/e,n/e,n/e,32,n/e,n/e
09.07.2024 06:00 - 09.07.2024 07:00,09.07.2024 06:00,267,n/e,n/e,n/e,n/e,n/e,36,n/e,n/e
09.07.2024 07:00 - 09.07.2024 08:00,09.07.2024 07:00,323,n/e,n/e,n/e,n/e,n/e,46,n/e,n/e
09.07.2024 08:00 - 09.07.2024 09:00,09.07.2024 08:00,346,n/e,n/e,n/e,n/e,n/e,55,n/e,n/e
09.07.2024 09:00 - 09.07.2024 10:00,09.07.2024 09:00,347,n/e,n/e,n/e,n/e,n/e,64,n/e,n/e
09.07.2024 10:00 - 09.07.2024 11:00,09.07.2024 10:00,343,n/e,n/e,n/e,n/e,n/e,73,n/e,n/e
09.07.2024 11:00 - 09.07.2024 12:00,09.07.2024 11:00,335,n/e,n/e,n/e,n/e,n/e,79,n/e,n/e
09.07.2024 12:00 - 09.07.2024 13:00,09.07.2024 12:00,320,n/e,n/e,n/e,n/e,n/e,75,n/e,n/e
09.07.2024 13:00 - 09.07.2024 14:00,09.07.2024 13:00,289,n/e,n/e,n/e,n/e,n/e,66,n/e,n/e
09.07.2024 14:00 - 09.07.2024 15:00,09.07.2024 14:00,234,n/e,n/e,n/e,n/e,n/e,52,n/e,n/e
09.07.2024 15:00 - 09.07.2024 16:00,09.07.2024 15:00,160,n/e,n/e,n/e,n/e,n/e,39,n/e,n/e
09.07.2024 16:00 - 09.07.2024 17:00,09.07.2024 16:00,84,n/e,n/e,n/e,n/e,n/e,27,n/e,n/e
09.07.2024 17:00 - 09.07.2024 18:00,09.07.2024 17:00,34,n/e,n/e,n/e,n/e,n/e,21,n/e,n/e
09.07.2024 18:00 - 09.07.2024 19:00,09.07.2024 18:00,9,n/e,n/e,n/e,n/e,n/e,22,n/e,n/e
09.07.2024 19:00 - 09.07.2024 20:00,09.07.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
09.07.2024 20:00 - 09.07.2024 21:00,09.07.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,19,n/e,n/e
09.07.2024 21:00 - 09.07.2024 22:00,09.07.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,20,n/e,n/e
09.07.2024 22:00 - 09.07.2024 23:00,09.07.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
09.07.2024 23:00 - 10.07.2024 00:00,09.07.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
10.07.2024 00:00 - 10.07.2024 01:00,10.07.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,22,n/e,n/e
10.07.2024 01:00 - 10.07.2024 02:00,10.07.2024 01:00,1,n/e,n/e,n/e,n/e,n/e,14,n/e,n/e
10.07.2024 02:00 - 10.07.2024 03:00,10.07.2024 02:00,13,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
10.07.2024 03:00 - 10.07.2024 04:00,10.07.2024 03:00,45,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
10.07.2024 04:00 - 10.07.2024 05:00,10.07.2024 04:00,100,n/e,n/e,n/e,n/e,n/e,6,n/e,n/e
10.07.2024 05:00 - 10.07.2024 06:00,10.07.2024 05:00,187,n/e,n/e,n/e,n/e,n/e,3,n/e,n/e
10.07.2024 06:00 - 10.07.2024 07:00,10.07.2024 06:00,278,n/e,n/e,n/e,n/e,n/e,3,n/e,n/e
10.07.2024 07:00 - 10.07.2024 08:00,10.07.2024 07:00,341,n/e,n/e,n/e,n/e,n/e,3,n/e,n/e
10.07.2024 08:00 - 10.07.2024 09:00,10.07.2024 08:00,385,n/e,n/e,n/e,n/e,n/e,3,n/e,n/e
10.07.2024 09:00 - 10.07.2024 10:00,10.07.2024 09:00,399,n/e,n/e,n/e,n/e,n/e,4,n/e,n/e
10.07.2024 10:00 - 10.07.2024 11:00,10.07.2024 10:00,403,n/e,n/e,n/e,n/e,n/e,5,n/e,n/e
10.07.2024 11:00 - 10.07.2024 12:00,10.07.2024 11:00,398,n/e,n/e,n/e,n/e,n/e,7,n/e,n/e
10.07.2024 12:00 - 10.07.2024 13:00,10.07.2024 12:00,378,n/e,n/e,n/e,n/e,n/e,9,n/e,n/e
10.07.2024 13:00 - 10.07.2024 14:00,10.07.2024 13:00,332,n/e,n/e,n/e,n/e,n/e,12,n/e,n/e
10.07.2024 14:00 - 10.07.2024 15:00,10.07.2024 14:00,253,n/e,n/e,n/e,n/e,n/e,14,n/e,n/e
10.07.2024 15:00 - 10.07.2024 16:00,10.07.2024 15:00,164,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
10.07.2024 16:00 - 10.07.2024 17:00,10.07.2024 16:00,84,n/e,n/e,n/e,n/e,n/e,21,n/e,n/e
10.07.2024 17:00 - 10.07.2024 18:00,10.07.2024 17:00,34,n/e,n/e,n/e,n/e,n/e,37,n/e,n/e
10.07.2024 18:00 - 10.07.2024 19:00,10.07.2024 18:00,9,n/e,n/e,n/e,n/e,n/e,56,n/e,n/e
10.07.2024 19:00 - 10.07.2024 20:00,10.07.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,75,n/e,n/e
10.07.2024 20:00 - 10.07.2024 21:00,10.07.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,91,n/e,n/e
10.07.2024 21:00 - 10.07.2024 22:00,10.07.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,107,n/e,n/e
10.07.2024 22:00 - 10.07.2024 23:00,10.07.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,128,n/e,n/e
10.07.2024 23:00 - 11.07.2024 00:00,10.07.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,128,n/e,n/e
11.07.2024 00:00 - 11.07.2024 01:00,11.07.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,131,n/e,n/e
11.07.2024 01:00 - 11.07.2024 02:00,11.07.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,140,n/e,n/e
11.07.2024 02:00 - 11.07.2024 03:00,11.07.2024 02:00,12,n/e,n/e,n/e,n/e,n/e,133,n/e,n/e
11.07.2024 03:00 - 11.07.2024 04:00,11.07.2024 03:00,40,n/e,n/e,n/e,n/e,n/e,130,n/e,n/e
11.07.2024 04:00 - 11.07.2024 05:00,11.07.2024 04:00,92,n/e,n/e,n/e,n/e,n/e,122,n/e,n/e
11.07.2024 05:00 - 11.07.2024 06:00,11.07.2024 05:00,159,n/e,n/e,n/e,n/e,n/e,119,n/e,n/e
11.07.2024 06:00 - 11.07.2024 07:00,11.07.2024 06:00,220,n/e,n/e,n/e,n/e,n/e,115,n/e,n/e
11.07.2024 07:00 - 11.07.2024 08:00,11.07.2024 07:00,256,n/e,n/e,n/e,n/e,n/e,114,n/e,n/e
11.07.2024 08:00 - 11.07.2024 09:00,11.07.2024 08:00,269,n/e,n/e,n/e,n/e,n/e,121,n/e,n/e
11.07.2024 09:00 - 11.07.2024 10:00,11.07.2024 09:00,266,n/e,n/e,n/e,n/e,n/e,136,n/e,n/e
11.07.2024 10:00 - 11.07.2024 11:00,11.07.2024 10:00,258,n/e,n/e,n/e,n/e,n/e,132,n/e,n/e
11.07.2024 11:00 - 11.07.2024 12:00,11.07.2024 11:00,250,n/e,n/e,n/e,n/e,n/e,130,n/e,n/e
11.07.2024 12:00 - 11.07.2024 13:00,11.07.2024 12:00,232,n/e,n/e,n/e,n/e,n/e,128,n/e,n/e
11.07.2024 13:00 - 11.07.2024 14:00,11.07.2024 13:00,197,n/e,n/e,n/e,n/e,n/e,111,n/e,n/e
11.07.2024 14:00 - 11.07.2024 15:00,11.07.2024 14:00,151,n/e,n/e,n/e,n/e,n/e,97,n/e,n/e
11.07.2024 15:00 - 11.07.2024 16:00,11.07.2024 15:00,95,n/e,n/e,n/e,n/e,n/e,89,n/e,n/e
11.07.2024 16:00 - 11.07.2024 17:00,11.07.2024 16:00,47,n/e,n/e,n/e,n/e,n/e,79,n/e,n/e
11.07.2024 17:00 - 11.07.2024 18:00,11.07.2024 17:00,19,n/e,n/e,n/e,n/e,n/e,85,n/e,n/e
11.07.2024 18:00 - 11.07.2024 19:00,11.07.2024 18:00,5,n/e,n/e,n/e,n/e,n/e,84,n/e,n/e
11.07.2024 19:00 - 11.07.2024 20:00,11.07.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,89,n/e,n/e
11.07.2024 20:00 - 11.07.2024 21:00,11.07.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,86,n/e,n/e
11.07.2024 21:00 - 11.07.2024 22:00,11.07.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,92,n/e,n/e
11.07.2024 22:00 - 11.07.2024 23:00,11.07.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,48,n/e,n/e
11.07.2024 23:00 - 12.07.2024 00:00,11.07.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,46,n/e,n/e
12.07.2024 00:00 - 12.07.2024 01:00,12.07.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,42,n/e,n/e
12.07.2024 01:00 - 12.07.2024 02:00,12.07.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,37,n/e,n/e
12.07.2024 02:00 - 12.07.2024 03:00,12.07.2024 02:00,5,n/e,n/e,n/e,n/e,n/e,29,n/e,n/e
12.07.2024 03:00 - 12.07.2024 04:00,12.07.2024 03:00,17,n/e,n/e,n/e,n/e,n/e,22,n/e,n/e
12.07.2024 04:00 - 12.07.2024 05:00,12.07.2024 04:00,41,n/e,n/e,n/e,n/e,n/e,16,n/e,n/e
12.07.2024 05:00 - 12.07.2024 06:00,12.07.2024 05:00,80,n/e,n/e,n/e,n/e,n/e,14,n/e,n/e
12.07.2024 06:00 - 12.07.2024 07:00,12.07.2024 06:00,135,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
12.07.2024 07:00 - 12.07.2024 08:00,12.07.2024 07:00,195,n/e,n/e,n/e,n/e,n/e,24,n/e,n/e
12.07.2024 08:00 - 12.07.2024 09:00,12.07.2024 08:00,242,n/e,n/e,n/e,n/e,n/e,19,n/e,n/e
12.07.2024 09:00 - 12.07.2024 10:00,12.07.2024 09:00,283,n/e,n/e,n/e,n/e,n/e,23,n/e,n/e
12.07.2024 10:00 - 12.07.2024 11:00,12.07.2024 10:00,306,n/e,n/e,n/e,n/e,n/e,27,n/e,n/e
12.07.2024 11:00 - 12.07.2024 12:00,12.07.2024 11:00,314,n/e,n/e,n/e,n/e,n/e,30,n/e,n/e
12.07.2024 12:00 - 12.07.2024 13:00,12.07.2024 12:00,311,n/e,n/e,n/e,n/e,n/e,31,n/e,n/e
12.07.2024 13:00 - 12.07.2024 14:00,12.07.2024 13:00,282,n/e,n/e,n/e,n/e,n/e,31,n/e,n/e
12.07.2024 14:00 - 12.07.2024 15:00,12.07.2024 14:00,227,n/e,n/e,n/e,n/e,n/e,33,n/e,n/e
12.07.2024 15:00 - 12.07.2024 16:00,12.07.2024 15:00,153,n/e,n/e,n/e,n/e,n/e,32,n/e,n/e
12.07.2024 16:00 - 12.07.2024 17:00,12.07.2024 16:00,79,n/e,n/e,n/e,n/e,n/e,21,n/e,n/e
12.07.2024 17:00 - 12.07.2024 18:00,12.07.2024 17:00,33,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
12.07.2024 18:00 - 12.07.2024 19:00,12.07.2024 18:00,10,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
12.07.2024 19:00 - 12.07.2024 20:00,12.07.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,22,n/e,n/e
12.07.2024 20:00 - 12.07.2024 21:00,12.07.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,27,n/e,n/e
12.07.2024 21:00 - 12.07.2024 22:00,12.07.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,31,n/e,n/e
12.07.2024 22:00 - 12.07.2024 23:00,12.07.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,32,n/e,n/e
12.07.2024 23:00 - 13.07.2024 00:00,12.07.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,20,n/e,n/e
13.07.2024 00:00 - 13.07.2024 01:00,13.07.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,16,n/e,n/e
13.07.2024 01:00 - 13.07.2024 02:00,13.07.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
13.07.2024 02:00 - 13.07.2024 03:00,13.07.2024 02:00,12,n/e,n/e,n/e,n/e,n/e,9,n/e,n/e
13.07.2024 03:00 - 13.07.2024 04:00,13.07.2024 03:00,40,n/e,n/e,n/e,n/e,n/e,5,n/e,n/e
13.07.2024 04:00 - 13.07.2024 05:00,13.07.2024 04:00,94,n/e,n/e,n/e,n/e,n/e,3,n/e,n/e
13.07.2024 05:00 - 13.07.2024 06:00,13.07.2024 05:00,177,n/e,n/e,n/e,n/e,n/e,2,n/e,n/e
13.07.2024 06:00 - 13.07.2024 07:00,13.07.2024 06:00,258,n/e,n/e,n/e,n/e,n/e,2,n/e,n/e
13.07.2024 07:00 - 13.07.2024 08:00,13.07.2024 07:00,316,n/e,n/e,n/e,n/e,n/e,2,n/e,n/e
13.07.2024 08:00 - 13.07.2024 09:00,13.07.2024 08:00,343,n/e,n/e,n/e,n/e,n/e,3,n/e,n/e
13.07.2024 09:00 - 13.07.2024 10:00,13.07.2024 09:00,350,n/e,n/e,n/e,n/e,n/e,5,n/e,n/e
13.07.2024 10:00 - 13.07.2024 11:00,13.07.2024 10:00,350,n/e,n/e,n/e,n/e,n/e,9,n/e,n/e
13.07.2024 11:00 - 13.07.2024 12:00,13.07.2024 11:00,340,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
13.07.2024 12:00 - 13.07.2024 13:00,13.07.2024 12:00,310,n/e,n/e,n/e,n/e,n/e,20,n/e,n/e
13.07.2024 13:00 - 13.07.2024 14:00,13.07.2024 13:00,255,n/e,n/e,n/e,n/e,n/e,29,n/e,n/e
13.07.2024 14:00 - 13.07.2024 15:00,13.07.2024 14:00,187,n/e,n/e,n/e,n/e,n/e,39,n/e,n/e
13.07.2024 15:00 - 13.07.2024 16:00,13.07.2024 15:00,111,n/e,n/e,n/e,n/e,n/e,48,n/e,n/e
13.07.2024 16:00 - 13.07.2024 17:00,13.07.2024 16:00,53,n/e,n/e,n/e,n/e,n/e,57,n/e,n/e
13.07.2024 17:00 - 13.07.2024 18:00,13.07.2024 17:00,22,n/e,n/e,n/e,n/e,n/e,75,n/e,n/e
13.07.2024 18:00 - 13.07.2024 19:00,13.07.2024 18:00,6,n/e,n/e,n/e,n/e,n/e,88,n/e,n/e
13.07.2024 19:00 - 13.07.2024 20:00,13.07.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,97,n/e,n/e
13.07.2024 20:00 - 13.07.2024 21:00,13.07.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,98,n/e,n/e
13.07.2024 21:00 - 13.07.2024 22:00,13.07.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,100,n/e,n/e
13.07.2024 22:00 - 13.07.2024 23:00,13.07.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,110,n/e,n/e
13.07.2024 23:00 - 14.07.2024 00:00,13.07.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,104,n/e,n/e
14.07.2024 00:00 - 14.07.2024 01:00,14.07.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,101,n/e,n/e
14.07.2024 01:00 - 14.07.2024 02:00,14.07.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,91,n/e,n/e
14.07.2024 02:00 - 14.07.2024 03:00,14.07.2024 02:00,2,n/e,n/e,n/e,n/e,n/e,87,n/e,n/e
14.07.2024 03:00 - 14.07.2024 04:00,14.07.2024 03:00,19,n/e,n/e,n/e,n/e,n/e,82,n/e,n/e
14.07.2024 04:00 - 14.07.2024 05:00,14.07.2024 04:00,46,n/e,n/e,n/e,n/e,n/e,78,n/e,n/e
14.07.2024 05:00 - 14.07.2024 06:00,14.07.2024 05:00,89,n/e,n/e,n/e,n/e,n/e,79,n/e,n/e
14.07.2024 06:00 - 14.07.2024 07:00,14.07.2024 06:00,134,n/e,n/e,n/e,n/e,n/e,83,n/e,n/e
14.07.2024 07:00 - 14.07.2024 08:00,14.07.2024 07:00,174,n/e,n/e,n/e,n/e,n/e,87,n/e,n/e
14.07.2024 08:00 - 14.07.2024 09:00,14.07.2024 08:00,201,n/e,n/e,n/e,n/e,n/e,101,n/e,n/e
14.07.2024 09:00 - 14.07.2024 10:00,14.07.2024 09:00,220,n/e,n/e,n/e,n/e,n/e,97,n/e,n/e
14.07.2024 10:00 - 14.07.2024 11:00,14.07.2024 10:00,236,n/e,n/e,n/e,n/e,n/e,99,n/e,n/e
14.07.2024 11:00 - 14.07.2024 12:00,14.07.2024 11:00,241,n/e,n/e,n/e,n/e,n/e,96,n/e,n/e
14.07.2024 12:00 - 14.07.2024 13:00,14.07.2024 12:00,239,n/e,n/e,n/e,n/e,n/e,88,n/e,n/e
14.07.2024 13:00 - 14.07.2024 14:00,14.07.2024 13:00,217,n/e,n/e,n/e,n/e,n/e,76,n/e,n/e
14.07.2024 14:00 - 14.07.2024 15:00,14.07.2024 14:00,176,n/e,n/e,n/e,n/e,n/e,61,n/e,n/e
14.07.2024 15:00 - 14.07.2024 16:00,14.07.2024 15:00,118,n/e,n/e,n/e,n/e,n/e,47,n/e,n/e
14.07.2024 16:00 - 14.07.2024 17:00,14.07.2024 16:00,63,n/e,n/e,n/e,n/e,n/e,34,n/e,n/e
14.07.2024 17:00 - 14.07.2024 18:00,14.07.2024 17:00,27,n/e,n/e,n/e,n/e,n/e,26,n/e,n/e
14.07.2024 18:00 - 14.07.2024 19:00,14.07.2024 18:00,8,n/e,n/e,n/e,n/e,n/e,24,n/e,n/e
14.07.2024 19:00 - 14.07.2024 20:00,14.07.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,29,n/e,n/e
14.07.2024 20:00 - 14.07.2024 21:00,14.07.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,30,n/e,n/e
14.07.2024 21:00 - 14.07.2024 22:00,14.07.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,32,n/e,n/e
14.07.2024 22:00 - 14.07.2024 23:00,14.07.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,21,n/e,n/e
14.07.2024 23:00 - 15.07.2024 00:00,14.07.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,26,n/e,n/e
15.07.2024 00:00 - 15.07.2024 01:00,15.07.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,24,n/e,n/e
15.07.2024 01:00 - 15.07.2024 02:00,15.07.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,25,n/e,n/e
15.07.2024 02:00 - 15.07.2024 03:00,15.07.2024 02:00,9,n/e,n/e,n/e,n/e,n/e,24,n/e,n/e
15.07.2024 03:00 - 15.07.2024 04:00,15.07.2024 03:00,36,n/e,n/e,n/e,n/e,n/e,28,n/e,n/e
15.07.2024 04:00 - 15.07.2024 05:00,15.07.2024 04:00,89,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
15.07.2024 05:00 - 15.07.2024 06:00,15.07.2024 05:00,168,n/e,n/e,n/e,n/e,n/e,19,n/e,n/e
